Area Code,Area,Item Code,Item,Element Code,Element,Unit,Year,Production
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1980,4072000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1981,3893000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1982,3724000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1983,3591000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1984,3418000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1985,3242000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1986,3084000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1987,3394000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1988,2997000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1989,2834000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1990,2705000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1991,2721302.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1992,2470000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1993,2981774.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1994,3144000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1995,3242179.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1996,3241915.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1997,3682723.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1998,3875506.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,1999,3256396.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2000,1940000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2001,2108000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2002,3737000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2003,4381000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2004,3560000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2005,5425000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2006,4638000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2007,5786000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2008,3950000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2009,6514000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2010,5957000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2011,4681020.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2012,6379000.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2013,6520329.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2014,6748023.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2015,5808288.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2016,5531472.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2017,4893685.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2018,4133828.0
2,Afghanistan,1717,"Cereals, Total",5510,Production,tonnes,2019,5583461.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1980,939230.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1981,936500.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1982,913600.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1983,894600.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1984,860406.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1985,833597.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1986,783099.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1987,740600.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1988,748430.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1989,745000.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1990,758270.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1991,811941.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1992,771678.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1993,770308.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1994,781137.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1995,789515.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1996,804500.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1997,820513.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1998,839562.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,1999,864850.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2000,856631.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2001,894887.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2002,917769.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2003,969753.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2004,801156.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2005,936922.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2006,1241884.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2007,1276450.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2008,1244515.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2009,1459939.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2010,1360110.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2011,1274113.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2012,1352528.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2013,1346187.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2014,1715054.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2015,1831103.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2016,2597548.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2017,2805448.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2018,2234995.0
2,Afghanistan,1738,Fruit Primary,5510,Production,tonnes,2019,3078485.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1980,20100.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1981,17400.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1982,20900.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1983,19100.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1984,21600.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1985,21300.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1986,21700.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1987,19100.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1988,19300.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1989,16100.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1990,17600.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1991,17000.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1992,18000.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1993,17200.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1994,17300.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1995,17400.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1996,17500.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1997,17600.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1998,17600.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,1999,19800.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2000,20800.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2001,23800.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2002,20574.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2003,20900.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2004,21945.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2005,23335.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2006,28350.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2007,44387.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2008,55833.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2009,56365.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2010,71463.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2011,78312.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2012,79831.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2013,57217.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2014,41885.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2015,32288.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2016,43756.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2017,38560.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2018,49405.0
2,Afghanistan,1729,"Treenuts, Total",5510,Production,tonnes,2019,57126.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1980,389500.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1981,390100.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1982,402700.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1983,397800.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1984,382800.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1985,372300.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1986,334200.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1987,348400.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1988,343200.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1989,322000.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1990,377600.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1991,1195341.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1992,1172427.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1993,1165612.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1994,1158797.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1995,1171983.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1996,1165168.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1997,1158354.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1998,1151539.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,1999,1144724.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2000,1108694.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2001,1093772.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2002,1083073.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2003,1065317.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2004,1070651.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2005,1243836.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2006,1037022.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2007,1040207.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2008,1009392.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2009,1022578.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2010,969763.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2011,762948.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2012,817744.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2013,790267.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2014,973722.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2015,1008465.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2016,1448165.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2017,907529.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2018,875048.0
2,Afghanistan,1735,Vegetables Primary,5510,Production,tonnes,2019,1377857.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1980,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1981,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1982,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1983,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1984,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1985,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1986,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1987,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1988,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1989,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1990,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1991,
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1992,299949.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1993,306410.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1994,227620.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1995,248200.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1996,312800.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1997,254180.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1998,322730.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,1999,292212.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2000,216970.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2001,360144.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2002,407583.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2003,305303.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2004,451641.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2005,391829.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2006,208587.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2007,447554.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2008,409182.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2009,369076.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2010,321954.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2011,435470.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2012,451049.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2013,543659.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2014,574673.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2015,595757.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2016,598966.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2017,298029.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2018,334342.0
1,Armenia,1717,"Cereals, Total",5510,Production,tonnes,2019,195063.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1980,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1981,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1982,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1983,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1984,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1985,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1986,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1987,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1988,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1989,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1990,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1991,
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1992,309005.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1993,213900.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1994,376000.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1995,346900.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1996,369300.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1997,272109.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1998,283000.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,1999,284755.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2000,289833.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2001,259128.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2002,268721.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2003,297844.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2004,378474.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2005,597220.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2006,623461.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2007,681962.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2008,681603.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2009,753767.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2010,504148.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2011,645945.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2012,775739.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2013,784477.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2014,834607.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2015,967440.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2016,655792.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2017,781941.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2018,647300.0
1,Armenia,1738,Fruit Primary,5510,Production,tonnes,2019,633836.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1980,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1981,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1982,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1983,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1984,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1985,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1986,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1987,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1988,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1989,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1990,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1991,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1992,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1993,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1994,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1995,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1996,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1997,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1998,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,1999,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2000,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2001,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2002,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2003,
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2004,330.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2005,328.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2006,436.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2007,4980.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2008,4471.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2009,4333.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2010,4055.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2011,4348.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2012,4417.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2013,4438.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2014,1473.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2015,5953.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2016,4492.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2017,5710.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2018,3640.0
1,Armenia,1729,"Treenuts, Total",5510,Production,tonnes,2019,4336.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1980,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1981,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1982,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1983,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1984,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1985,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1986,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1987,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1988,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1989,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1990,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1991,
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1992,497500.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1993,417000.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1994,424300.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1995,450000.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1996,444504.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1997,369240.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1998,395200.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,1999,436030.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2000,372662.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2001,448573.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2002,463056.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2003,569327.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2004,600690.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2005,663687.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2006,779669.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2007,845287.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2008,825398.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2009,819875.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2010,707674.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2011,787216.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2012,849213.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2013,876254.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2014,954877.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2015,973919.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2016,916130.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2017,811883.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2018,560298.0
1,Armenia,1735,Vegetables Primary,5510,Production,tonnes,2019,547412.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1980,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1981,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1982,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1983,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1984,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1985,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1986,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1987,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1988,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1989,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1990,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1991,
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1992,1325023.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1993,1136987.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1994,1024216.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1995,909592.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1996,999404.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1997,1074721.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1998,915652.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,1999,1065306.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2000,1496225.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2001,1955915.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2002,2133184.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2003,1993208.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2004,2086640.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2005,2056186.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2006,2011622.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2007,1943653.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2008,2419911.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2009,2903361.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2010,1928779.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2011,2370823.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2012,2707274.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2013,2856572.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2014,2298047.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2015,2898559.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2016,2965670.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2017,2824527.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2018,3181819.0
52,Azerbaijan,1717,"Cereals, Total",5510,Production,tonnes,2019,3416765.0
52,Azerbaijan,1738,Fruit Primary,5510,Production,tonnes,1980,
